UC Santa Barbara,108.11573433276,102.19120248809,0.65658257130526,18–10,18,28,51.8,46,34.5,33.9,18.3,17.1,36,32.7,49.1,43.1,37.9,34.1,13.7,5.7,58.3,56.9,34.3,35.3,64.3,2012,-3.4558133328349,70.1,68.3
Arkansas Pine Bluff,91.538576190583,111.73531289454,0.091722550503202,11–22,11,33,45.5,50.7,42.1,42.3,22.4,21.5,31.5,35.2,45.8,47.9,30.0,37.3,11.3,9.2,52.1,54.9,28.4,34.5,66.3,2012,-16.204725947966,63.7,63.4
Toledo,102.54660009889,104.17343267044,0.45487121883603,16–16,16,32,50.4,49.4,39.3,31.7,20.7,21.1,32.0,36.9,48.3,49.3,36.6,33.0,6.0,8.2,53.0,55.6,31.0,36.4,66.8,2012,-10.731525879221,71.8,65.0
Indiana,119.109788824,96.495501888465,0.91843842330982,25–8,25,33,54.7,47.7,46.6,34.2,19.1,20.3,35.5,31.2,50.8,45.5,43.3,34.9,8.9,10.5,51.7,45.6,27.7,31.7,67.8,2012,5.7339739223999,76.2,69.1
Louisiana,93.797652168393,95.980739645115,0.43423602899018,15–15,15,30,47.4,45.1,42.4,40.6,23.1,19.2,33.0,31.1,46.8,42.7,32.5,34.2,11.4,9.5,48.5,41.5,29.2,27.2,69.7,2012,-8.5417324443465,63.2,68.5
Central Michigan,95.753840603775,104.65412928795,0.26461427960924,10–21,10,31,45.3,50.0,32.8,46.8,18.8,22.5,31.6,35.3,42.8,47.0,33.4,36.9,9.9,9.0,46.6,60.1,34.2,36.1,65.1,2012,-13.650530526213,63.8,68.7
Brown,93.199339771459,108.852902038,0.1436310646959,7–23,7,30,47.1,52.2,28.3,27.7,19.1,17.7,24.7,30.6,42.9,49.0,35.9,39.2,6.3,9.2,59.9,55.0,38.8,32.8,65.2,2012,-16.979871746407,62.0,69.4
Wright St.,92.4816283222,97.683161135518,0.34767595386247,12–19,12,31,45.7,52.3,37.4,45.6,21.8,25.5,25.0,30.0,42.6,54.0,34.3,33.3,6.0,11.8,49.8,58.7,35.1,40.9,63.5,2012,-10.813705532119,69.9,68.1
UC Irvine,95.115952605224,103.46429360695,0.27538039813421,10–19,10,29,48.3,47.9,32.0,36.8,21.1,18.2,30.0,33.2,45.1,44.0,35.7,37.1,10.4,8.8,63.8,55.4,37.9,33.3,69.7,2012,-12.058843447083,63.9,71.9
Furman,97.523631947943,102.68373740409,0.35596313352074,13–16,13,29,47.6,48.5,37.9,39.3,21.7,19.0,33.3,31.3,45.4,49.3,34.0,31.0,9.0,8.1,48.6,51.5,37.5,31.2,64.7,2012,-10.574691844706,71.3,71.2
UAB,98.462107878738,95.97139675077,0.57313371610847,15–16,15,31,47.7,46.6,36.3,29.6,22.8,18.8,34.8,31.3,45.7,44.1,34.4,34.8,9.4,11.0,53.8,52.5,33.4,30.3,62.3,2012,-5.6844971012925,68.6,69.4
Tulane,97.405539327574,97.761604208985,0.48951117005078,13–16,13,29,47.3,47.9,40.4,35.6,19.8,21.9,30.4,29.4,45.9,47.2,33.4,32.9,9.5,13.4,55.1,58.7,33.7,32.8,65.4,2012,-9.4114680905187,65.9,69.0
FIU,97.729418861545,103.1797245904,0.34884909269424,8–20,8,28,46.4,49.8,39.0,47.7,22.3,21.1,32.5,35.8,44.9,50.1,33.4,32.8,12.1,12.3,43.2,58.3,29.5,37.4,64.7,2012,-13.217421998099,72.3,64.2
BYU,105.43857073171,92.503956432912,0.81833190602008,23–8,23,31,52.3,47.5,36.7,35.0,17.8,21.5,30.4,26.6,52.3,47.6,34.8,31.5,11.5,6.8,60.9,57.0,32.6,36.3,72.7,2012,0.41550673032001,70.9,66.9
Illinois Chicago,96.435167110541,107.35759961591,0.22550212758897,7–21,7,28,45.7,51.8,33.0,43.7,22.6,18.0,34.0,31.4,43.6,49.7,32.9,37.9,7.7,13.4,52.4,53.1,36.9,29.4,65.1,2012,-14.376932201794,67.3,65.3
Xavier,106.33822383478,94.668336619838,0.79196650169461,21–12,21,33,49.6,45.3,40.8,36.4,18.6,18.6,31.6,30.1,48.7,44.9,34.9,30.6,10.2,8.5,53.3,58.2,25.2,35.7,67.9,2012,0.6973680368664,69.2,74.5
Charlotte,98.849875895774,96.400627706728,0.5716362591777,13–17,13,30,46.9,48.9,39.0,34.2,20.2,20.9,30.0,30.5,45.8,48.1,32.5,33.5,8.0,11.3,56.6,56.6,35.1,37.2,68.5,2012,-6.9957170695867,65.9,70.6
Canisius,94.935346344206,111.38821551053,0.13728888005473,5–25,5,30,46.2,51.7,29.1,35.0,21.6,18.4,33.9,36.5,44.6,51.7,32.9,34.5,6.8,9.7,46.4,65.8,33.5,36.8,66.6,2012,-18.972932100988,72.8,72.1
Wake Forest,101.4904290807,103.36931744477,0.44745662139495,13–18,13,31,47.9,50.2,40.9,30.8,19.1,18.2,25.8,33.6,46.9,48.6,33.3,35.5,12.1,12.9,52.7,52.7,30.9,34.4,67.2,2012,-8.1072489769554,73.6,69.0
Florida Atlantic,99.930796512202,101.76314769802,0.44795015363356,10–19,10,29,46.7,48.3,28.9,43.2,18.5,21.0,32.7,34.8,44.9,46.4,33.3,36.3,10.9,12.7,52.6,45.1,35.2,23.6,64.8,2012,-10.582932037176,66.0,73.4
Northeastern,98.708652666139,100.89622596048,0.43731185003364,14–17,14,31,48.2,49.2,37.9,40.2,24.1,22.1,34.1,34.5,46.3,49.1,34.8,33.1,10.7,12.8,54.6,58.7,30.7,30.7,64.6,2012,-8.2646054733832,70.2,69.1
Robert Morris,103.10926311204,100.52676485898,0.5724122881875,24–10,24,34,47.5,49.7,43.4,48.4,21.2,24.2,40.3,31.4,45.1,47.2,34.9,35.7,8.5,9.6,57.4,57.8,33.5,38.1,63.8,2012,-2.6919947314884,70.8,69.6
Seattle,97.559964503818,102.17699831135,0.3701081585545,10–15,10,25,48.5,49.9,25.7,44.3,19.9,20.1,33.7,29.6,48.2,47.8,32.6,35.8,8.3,8.3,48.0,50.9,33.4,36.4,75.2,2012,-10.246805946074,69.0,67.9
Villanova,108.88572071378,98.123750490236,0.76795480890367,13–19,13,32,46.5,47.5,39.2,34.7,20.4,17.2,37.6,32.0,46.2,45.5,31.5,34.0,8.3,10.1,51.7,56.7,33.7,35.8,68.3,2012,-5.2115864261984,75.4,71.3
Howard,89.577464106021,104.46128031872,0.14582907047199,9–21,9,30,42.4,49.9,46.1,53.3,25.0,20.9,34.9,33.2,40.4,49.8,31.9,33.4,8.7,11.2,45.8,57.3,27.5,33.5,66.5,2012,-13.831136617047,67.4,70.1
Utah St.,105.57580508759,102.89328343195,0.5734580030575,16–15,16,31,52.6,47.2,38.6,32.7,19.1,16.8,30.2,33.3,51.2,46.1,37.4,33.0,8.5,6.6,53.1,53.1,29.1,32.9,61.9,2012,-8.2845670565224,70.2,66.2
Marist,97.702906676077,105.62421135521,0.28977078134624,14–18,14,32,47.4,51.5,42.3,26.7,21.7,19.4,31.1,32.8,44.5,50.0,35.7,36.8,10.3,11.2,53.4,52.1,32.8,29.0,68.7,2012,-11.261716807369,72.3,71.2
Portland St.,105.67784124925,109.89628567584,0.38932960728744,15–15,15,30,53.1,51.4,45.2,30.1,20.2,16.0,32.4,31.5,53.2,51.2,35.2,34.5,7.0,7.1,43.3,50.9,30.3,31.1,67.2,2012,-8.9592676924537,73.8,73.5
Denver,109.08988341928,98.662208493486,0.76049715512158,22–9,22,31,57.3,48.4,35.2,40.6,19.5,23.6,23.5,32.6,55.5,46.2,39.8,36.3,12.4,11.1,66.5,40.7,42.9,25.8,61.3,2012,-2.9813538417262,76.2,72.7
Cal St. Northridge,96.246456941969,111.24960194724,0.15896648887732,5–21,5,26,42.7,54.3,36.8,49.0,20.1,21.6,34.6,36.2,41.3,53.2,30.4,37.3,7.4,10.3,56.3,61.9,33.5,39.7,69.2,2012,-15.726025164722,75.3,69.6
Maryland,106.20420515395,100.4698822369,0.65437259237631,17–15,17,32,47.5,48.0,46.5,33.1,19.6,16.1,34.3,32.0,46.1,47.2,33.9,33.2,10.7,10.6,45.6,52.2,29.2,31.1,67.0,2012,-2.9229080757356,66.4,72.4
